Name,faction,rarity,cardType,cardSubType,spliced,solbind,1attack,1health,1text,2attack,2health,2text,3attack,3health,3text,Beast,Beast Synergy,Dinosaur,Dinosaur Synergy,Mage,Mage Synergy,Robot,Robot Synergy,Scientist,Scientist Synergy,Spirit,Spirit Synergy,Warrior,Warrior Synergy,Zombie,Zombie Synergy,Replace Setup,Replace Profit,Minion,Minion Synergy,Spell,Spell Synergy,Healing Source,Healing Synergy,Movement,Disruption,Movement Benefit,Armor,Armor Giver,Armor Synergy,Activate,Ready,Free,Upgrade,Upgrade Synergy,Face Burn,Removal,Breakthrough,Breakthrough Giver,Aggressive,Aggressive Giver,Defender,Defender Giver,Stealth,Stealth Giver,Stat Buff,Attack Buff,Health Buff,Stat Debuff,Attack Debuff,Health Debuff,Destruction Synergy,SelfDestruction Activator,Self Damage Payoff,Self Damage Activator,Silence,White Fang,Dragon,Dragon Synergy,Elemental,Elemental Synergy,Plant,Plant Synergy,Exalts,Exalt Synergy,Slay,Reanimate,Deploy,Reanimate Activator,
Alluvian,Nekrium,Common,Creature,Ooze Beast,TRUE,,4,4,"<b>Deploy:</b> If your Forgeborn is higher level than this creature, give an enemy creature -3A,-3H.",6,6,"<b>Deploy:</b> If your Forgeborn is higher level than this creature, give an enemy creature -5A,-5H.",9,10,"<b>Deploy:</b> If your Forgeborn is higher level than this creature, give an enemy creature -7A,-7H.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,
Apparition,Nekrium,Common Common,Creature,Spirit,TRUE,,2,2,"<b>Deploy:</b> You may destroy another one of your creatures to give this +2A,+2H.",4,4,"<b>Deploy:</b> You may destroy another one of your creatures to give this +5A,+5H.",5,5,"<b>Deploy:</b> You may destroy another one of your creatures to give this +8A,+8H.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Banshee,Nekrium,Common Rare,Creature,Spirit,TRUE,,3,4,"When an enemy creature is destroyed by this, deal 3 damage to the enemy player.",4,5,"When an enemy creature is destroyed by this, deal 5 damage to the enemy player.",4,6,"When an enemy creature is destroyed by this, deal 7 damage to the enemy player.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Blightskull Bomb,Nekrium,Rare,Spell,,FALSE,,,,"Each enemy player destroys one of their creatures. <br> <br> You may give a Spirit +1A,+1H for each enemy creature in play.",,,"Choose two enemy creatures. The enemy player must destroy one. <br> <br> You may give a Spirit +2A,+2H for each enemy creature in play.",,,"Destroy an enemy creature. <br> <br> You may give a Spirit +3A,+3H for each enemy creature in play.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Bonescythe Reaver,Nekrium,Common,Creature,Abomination,FALSE,,4,3,<b>Deploy:</b> Destroy an enemy <b>Minion</b>.,8,4,<b>Deploy:</b> Destroy an enemy [l1] creature.,10,7,<b>Deploy:</b> Destroy an enemy [l1] or [l2] creature.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Broodfang,Nekrium,Rare,Creature,Beast,FALSE,,3,5,"<b>Activate:</b> If one of your creatures was destroyed this turn, give a creature -3A,-3H.",5,8,"<b>Activate:</b> If one of your creatures was destroyed this turn, give a creature -5A,-5H.",7,13,"<b>Activate:</b> If one of your creatures was destroyed this turn, give a creature -7A,-7H.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Butcher,Nekrium,Common,Creature,Beast Warrior,TRUE,,6,5,<b>Slay:</b> Deal 1 damage to the enemy player. You gain 1H.,9,7,<b>Slay:</b> Deal 2 damage to the enemy player. You gain 2H.,13,11,<b>Slay:</b> Deal 3 damage to the enemy player. You gain 3H.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
Cacklebones,Nekrium,Rare,Creature,Zombie Dragon,FALSE,,1,9,<b>Mobility</b> 1 <br> <br> <b>Slay:</b> You may destroy a [l1] creature. This ability can only trigger once per turn.,3,12,<b>Mobility</b> 1 <br> <br> <b>Slay:</b> You may destroy a [l1] or [l2] creature. This ability can only trigger once per turn.,5,17,<b>Mobility</b> 1 <br> <br> <b>Slay:</b> You may destroy a creature. This ability can only trigger once per turn.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,
Chanting of the Abyss,Nekrium,Solbind,Spell,Exalt,FALSE,"muthrall,impending-doom",,,<b>Deploy:</b> You may give a creature in this lane +5H. <br> <br> Creatures in this lane can't be destroyed by Muthrall's ability.,,,<b>Deploy:</b> You may give a creature in this lane +10H. <br> <br> Creatures in this lane can't be destroyed by Muthrall's ability.,,,"<b>Deploy:</b> You may give a creature in this lane +15H. Then, play Impending Doom. <br> <br> Creatures in this lane can't be destroyed by Muthrall's ability.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
Charged Zombie,Nekrium,Solbind,Creature,,FALSE,,,,,5,8,<b>Activate:</b> Destroy this to give a creature +5A.,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Coldheart Brute,Nekrium,Common,Creature,Zombie,FALSE,,3,1,"<b>Deploy:</b> If you have an <b>Exalt</b> in play, you may play a Mindless Zombie <b>Minion</b>. <br> <br> <b>Deploy:</b> Give your other Zombies +1A.",5,3,"<b>Deploy:</b> If you have two or more <b>Exalts</b> in play, you may play a Zombie Brute <b>Minion</b>. <br> <br> <b>Deploy:</b> Give your other Zombies +2A.",6,5,"<b>Deploy:</b> If you have two or more <b>Exalts</b> in play, you may play up to two Zombie Brute <b>Minions</b>. <br> <br> <b>Deploy:</b> Give your other Zombies +4A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,+,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,
Commanding,Nekrium,Rare,Modifier,Noncreature,TRUE,,0,1,"<b>Deploy:</b> Give your other Zombies +1A,+1H.",1,3,"<b>Deploy:</b> Give your other Zombies +3A,+3H.",3,6,"<b>Deploy:</b> Give your other Zombies +6A,+6H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Corrupt,Nekrium,Common,Modifier,Noncreature,TRUE,,2,4,<b>Deploy:</b> This deals 5 damage to you.,3,6,<b>Deploy:</b> This deals 5 damage to you.,7,9,<b>Deploy:</b> This deals 5 damage to you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Creeper,Nekrium,Common Rare,Creature,Beast,TRUE,,2,4,<b>Deploy:</b> Deal 5 damage to an enemy player unless they destroy one of their creatures.,3,5,<b>Deploy:</b> Deal 6 damage to an enemy player unless they destroy one of their creatures.,4,6,<b>Deploy:</b> Deal 7 damage to an enemy player unless they destroy one of their creatures.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Cutthroat,Nekrium,Rare,Modifier,Noncreature,TRUE,,0,0,<b>Deploy:</b> You may destroy another one of your creatures to destroy a creature of the same <b>Level</b>.,0,0,<b>Deploy:</b> You may destroy another one of your creatures to destroy a creature of the same <b>Level</b>.,0,0,<b>Deploy:</b> You may destroy another one of your creatures to destroy a creature of the same <b>Level</b>.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Darkshaper's Ritual,Nekrium,Rare,Spell,,FALSE,,,,"Choose one. If you have a Beast in play, choose two instead: <br>    •  When a creature is destroyed this turn, you gain +2H. <br>    •  Play a Mindless Zombie <b>Minion</b>. <br>    •  Each enemy player must destroy one of their creatures.",,,"Choose one. If you have a Beast in play, choose two instead: <br>    •  When a creature is destroyed this turn, you gain +3H. <br>    •  Play up to two Mindless Zombies <b>Minions</b>. <br>    •  Each enemy player must destroy one of their creatures.",,,"Choose one. If you have a Beast in play, choose two instead: <br>    •  When a creature is destroyed this turn, you gain +4H. <br>    •  Play up to two Zombie Brute <b>Minions</b>. <br>    •  Each enemy player must destroy one of their creatures.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Death Current,Nekrium,Common,Spell,,FALSE,,,,Deal 2 damage to a creature. You gain 2H. <br> <br> Give a creature +2H.,,,Deal 4 damage to a creature. You gain 4H. <br> <br> Give a creature +4H.,,,Deal 6 damage to a creature. You gain 6H. <br> <br> Give a creature +6H.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Demon,Nekrium,Common Common,Creature,Beast,TRUE,,5,5,,5,6,,6,6,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Devour Soul,Nekrium,Solbind,Spell,,FALSE,"soul-devourer,soul-gorger",,,"Give a creature -2A,-2H. <br> <br> If this destroys a creature, you may play Soul Gorger.",,,"Give a creature -5A,-5H. <br> <br> If this destroys a creature, you may play Soul Gorger.",,,"Give a creature -8A,-8H. <br> <br> If this destroys a creature, you may play Soul Devourer.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Devourer,Nekrium,Rare,Creature,Ooze Beast,TRUE,,6,4,<b>Deploy:</b> You may destroy one of your <b>Exalts</b> to destroy a creature of the same level.,9,7,<b>Deploy:</b> You may destroy one of your <b>Exalts</b> to destroy a creature of the same level.,13,12,<b>Deploy:</b> You may destroy one of your <b>Exalts</b> to destroy a creature of the same level.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,
Dissipating Spectre,Nekrium,Common,Creature,Spirit,FALSE,,3,7,"<b>Mobility</b> 1, <b>Stealth</b> <br> <br> When this moves, give this -2H.",5,9,"<b>Mobility</b> 1, <b>Stealth</b>",7,13,"<b>Mobility</b> 1, <b>Stealth</b> <br> <br> When this moves, give this +2H.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Dr. Frankenbaum,Nekrium,Rare,Creature,Scientist,FALSE,,4,5,"When a creature is destroyed by this, you may play a Mindless Zombie <b>Minion</b> to any lane.",6,7,"When a creature is destroyed by this, you may play a Zombie Brute <b>Minion</b> to any lane.",9,13,"When a creature is destroyed by this, you may put that creature into play in any of your lanes.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Drake,Nekrium,Common Common,Creature,Dinosaur,TRUE,,2,3,<b>Mobility</b> 1,4,5,<b>Mobility</b> 2,5,7,<b>Mobility</b> 3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dreadbolt,Nekrium,Common,Spell,Noncreature,FALSE,,,,Destroy a [l1] creature.,,,Destroy a [l1] or [l2] creature.,,,Destroy a creature.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dysian Syphon,Nekrium,Rare,Spell,Noncreature,FALSE,,,,"Deal 3 damage to the enemy player. You gain 3H.

You may destroy one of your creatures to play a [l1] card for <b>Free</b>.",,,"Deal 4 damage to the enemy player. You gain 4H.

You may destroy one of your creatures to play a [l1] or [l2] card for <b>Free</b>.",,,"Deal 5 damage to the enemy player. You gain 5H.

You may destroy one of your creatures to play a card for <b>Free</b>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,SelfDestruction,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Epidemic,Nekrium,Rare,Spell,Noncreature,FALSE,,,,"All creatures get -2A,-2H.",,,"All creatures get -5A,-5H.",,,"All creatures get -8A,-8H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Evil Lab,Nekrium,Common,Spell,Exalt,FALSE,,,,"<b>Deploy:</b> Deal 3 damage to a creature. You gain 3H. <br> <br> When you play a Scientist in this lane, give it +2A,+2H. Then, destroy this.",,,"<b>Deploy:</b> Deal 5 damage to a creature. You gain 5H. <br> <br> When you play a Scientist in this lane, give it +3A,+3H. Then, destroy this.",,,"<b>Deploy:</b> Deal 7 damage to a creature. You gain 7H. <br> <br> When you play a Scientist in this lane, give it +4A,+4H. Then, destroy this.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
Fiend,Nekrium,Common Common,Creature,Beast,TRUE,,3,2,"When this is destroyed, give one of your creatures +2A,+2H.",4,3,"When this is destroyed, give one of your creatures +4A,+4H.",5,4,"When this is destroyed, give one of your creatures +6A,+6H.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Forsaken,Nekrium,Rare,Modifier,Noncreature,TRUE,,0,0,"<b>Deploy:</b> If this is unopposed, give this +2A,+2H.",0,0,"<b>Deploy:</b> If this is unopposed, give this +4A,+4H.",2,2,"<b>Deploy:</b> If this is unopposed, give this +6A,+6H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Geist,Nekrium,Common Common,Creature,Spirit,TRUE,,6,2,,4,8,,7,9,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
General Xrath,Nekrium,Solbind,Creature,Zombie,FALSE,"ziggurat-of-xrath,harvesting-ground",5,4,<b>Deploy:</b> Play Harvesting Ground.,7,5,"<b>Deploy:</b> Give your other Zombies +2A,+2H.",10,7,"<b>Activate:</b> Give your other Zombies +3A,+3H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,+,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,
Ghastly Renewal,Nekrium,Common,Spell,Noncreature,FALSE,,,,"You may play a Mindless Zombie <b>Minion</b>.

If you have a Scientist in play, you may play up to two Mindless Zombie <b>Minions</b> instead.",,,"You may play a Zombie Brute <b>Minion</b>.

If you have a Scientist in play, you may play up to two Zombie Brute <b>Minions</b> instead.",,,"<b>Reanimate</b> a creature.

If you have a Scientist in play, you may <b>Reanimate</b> up to two creatures instead.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,
Ghoulish,Nekrium,Rare,Modifier,Noncreature,TRUE,,1,0,<b>Deploy:</b> <b>Upgrade</b> a [l1] card in your discard pile.,2,1,<b>Deploy:</b> <b>Upgrade</b> a card in your discard pile.,3,1,<b>Deploy:</b> The next [l3] card you play this turn is <b>Free</b>.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Gloomreaper Hag,Nekrium,Common,Creature,Mage,FALSE,,7,5,"When this is destroyed, deal 3 damage to a player. You gain 3H.",8,6,"When this is destroyed, deal 3 damage to a player. You gain 3H.",9,8,"When this is destroyed, deal 3 damage to a player. You gain 3H.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Glorph Glob,Nekrium,Rare,Creature,Ooze,FALSE,,2,2,"<b>Deploy:</b> Give this A and H equal to the H of one of your creatures. Then, destroy that creature.",5,5,"<b>Deploy:</b> Give this A and H equal to the H of one of your creatures. Then, destroy that creature.",5,5,"<b>Deploy:</b> Give this A and H equal to twice the H of one of your creatures. Then, destroy that creature.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Grave Pact,Nekrium,Common,Spell,Noncreature,FALSE,,,,"Destroy one of your creatures to give a creature -8A,-8H.",,,"Destroy one of your creatures to give a creature -10A,-10H.",,,"Destroy one of your creatures to give a creature -13A,-13H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grimgaunt Harvester,Nekrium,Common,Creature,Spirit Warrior,FALSE,,0,11,"<b>Defender</b> <br> <br> When one of your creatures is destroyed, give this +2A. <br> <br> While this has 6A or more, it loses <b>Defender</b> and has <b>Aggressive</b>.",0,16,"<b>Defender</b> <br> <br> When one of your creatures is destroyed, give this +3A. <br> <br> While this has 9A or more, it loses <b>Defender</b> and has <b>Aggressive</b>.",0,24,"<b>Defender</b> <br> <br> When one of your creatures is destroyed, give this +4A. <br> <br> While this has 12A or more, it loses <b>Defender</b> and has <b>Aggressive</b>.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Grimgaunt Predator,Nekrium,Rare,Creature,Spirit Warrior,FALSE,,2,3,"<b>Stealth</b>

When this damages a player, you may destroy a [l1] enemy creature.",4,5,"<b>Stealth</b>

When this damages a player, you may destroy a [l1] or [l2] enemy creature.",7,9,"<b>Stealth</b>

When this damages a player, you may destroy an enemy creature.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Group Meal,Nekrium,Rare,Spell,Noncreature,FALSE,,,,"You may play a Mindless Zombie <b>Minion</b>.

<b>Upgrade</b> a [l1] card in your discard pile for each Zombie you have in play.",,,"You may play a Zombie Brute <b>Minion</b>.

<b>Upgrade</b> a card in your discard pile for each Zombie you have in play. (Must be different cards.)",,,"You may play a Zombie Brute <b>Minion</b>.

<b>Upgrade</b> a card in your discard pile for each Zombie you have in play. (Must be different cards.) Then, you may play a card in your discard pile for <b>Free</b>.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Upgrade,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Harvester,Nekrium,Common Rare,Creature,Zombie Scientist,TRUE,,1,3,"When one of your Scientists is destroyed, play a Mindless Zombie <b>Minion</b> in its lane.",1,4,"When one of your Scientists is destroyed, play a Mindless Zombie <b>Minion</b> in its lane.",2,6,"When one of your Scientists is destroyed, play a Zombie Brute <b>Minion</b> in its lane.",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Harvesting Ground,Nekrium,Solbind,Spell,Exalt,FALSE,,0,0,"Your creatures in this lane are also Zombies. <br> <br> When you play a Zombie, put a counter on this. Then, if there are 5 or more counters on this, <b>Transform</b> it.",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
Hematophagic,Nekrium,Rare,Modifier,Noncreature,TRUE,,1,2,"<b>Deploy:</b> You may destroy another one of your creatures. If you do, you gain 3H.",2,3,"<b>Deploy:</b> You may destroy another one of your creatures. If you do, you gain 4H.",5,5,"<b>Deploy:</b> You may destroy another one of your creatures. If you do, you gain 5H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Howl of Xith,Nekrium,Rare,Spell,Noncreature,FALSE,,,,"Give a creature <b>Stealth</b> this turn.

Give your Spirits +2A,+2H.",,,"Give a creature <b>Stealth</b> this turn.

Give your Spirits +4A,+4H.",,,"Give a creature <b>Stealth</b> this turn.

Give your Spirits +6A,+6H.",0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Impending Doom,Nekrium,Solbind,Spell,Exalt,FALSE,,,,,0,0,"At the start of the turn, if it is the fourth deck cycle, <b>Transform</b> this and put it into one of your empty lanes.",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
Indomitable Fiend,Nekrium,Common,Creature,Zombie,FALSE,,4,2,"When this is destroyed, if you have the Forge, <b>Reanimate</b> this to this lane.",6,3,"When this is destroyed, if you have the Forge, <b>Reanimate</b> this to this lane.",9,5,"When this is destroyed, if you have the Forge, <b>Reanimate</b> this to this lane.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
