id;Name;faction;rarity;cardType;cardSubType;spliced;solbind;1attack;1health;1text;2attack;2health;2text;3attack;3health;3text;Beast;Beast Synergy;Darkforge;Darkforge Synergy;Dinosaur;Dinosaur Synergy;Dragon;Dragon Synergy;Elemental;Elemental Synergy;Mage;Mage Synergy;Metamind;Metamind Synergy;Plant;Plant Synergy;Robot;Robot Synergy;BanishRobot;Scientist;Scientist Synergy;Spirit;Spirit Synergy;BanishSpirit;BanishSpirit Synergy;Warrior;Warrior Synergy;Yeti;Yeti Synergy;Zombie;Zombie Synergy;Minion;Minion Synergy;Spell Synergy;Spell;Replace Setup;Replace Profit;Healing Source;Healing Synergy;High Life Synergy;Movement;Disruption;Movement Benefit;Armor;Armor Giver;Armor Synergy;Player Armor;Activate;Ready;Free;Reanimate;Upgrade;Upgrade Synergy;Face Burn;FB Creature;FB Creature Synergy;FB Giver;FB Giver Synergy;FB Synergy;Removal;Breakthrough;Breakthrough Giver;Aggressive;Aggressive Giver;Defender;Defender Synergy;Defender Giver;Stealth;Stealth Giver;Stat Buff;Attack Buff;Health Buff;Increased A;Increased A Synergy;Stat Debuff;Attack Debuff;Attack Debuff Synergy;Health Debuff;Good Destroyed;Destruction Synergy;Destruction Others;Destruction Self;Self Damage Payoff;Self Damage Activator;Silence;Exalts;Exalt Synergy;Exalt Counter;Slay;Slay Synergy;Deploy;Deploy Synergy;Adjacency;Hand Disruption;Augment;Augment Synergy;Self Burn;Self Burn Synergy;Low Life Synergy;Spicy;Cool;Fun;Annoying
furious;Furious;Tempys;XCXX;Modifier;;TRUE;;;;<b>Activate:</b> Deal 2 damage to this to give it +2A.;;;<b>Activate:</b> Deal 2 damage to this to give it +4A.;;;<b>Activate:</b> Deal 2 damage to this to give it +6A.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mechanizing;Mechanizing;Alloyin;XCXX;Modifier;;TRUE;;;;Your other creatures are also Robots.;;;Your other creatures are also Robots.;;;Your other creatures are also Robots.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
repurposed;Repurposed;Alloyin;XCXX;Modifier;;TRUE;;;;<b>Deploy:</b> If this replaced a creature, <b>Upgrade</b> a card in your hand, then discard it.;;;<b>Deploy:</b> If this replaced a creature, <b>Upgrade</b> up to two cards in your hand, then discard them.;;;<b>Deploy:</b> If this replaced a creature, <b>Upgrade</b> a card in your hand.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
solemn;Solemn;Tempys;XCXX;Modifier;;TRUE;;;;<b>Deploy:</b> If this has no adjacent creatures, give it +2A,+2H.;;;<b>Deploy:</b> If this has no adjacent creatures, give it +3A,+3H.;;;<b>Deploy:</b> If this has no adjacent creatures, give it +5A,+5H.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
zombifying;Zombifying;Nekrium;XCXX;Modifier;;TRUE;;;;Your other creatures are also Zombies.;;;Your other creatures are also Zombies.;;;Your other creatures are also Zombies.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
medic;Medic;Alloyin;XCXX;Creature;Warrior;TRUE;;4;6;<b>Slay:</b> Give another one of your creatures +2H.;6;9;<b>Slay:</b> Give another one of your creatures +4H.;9;14;<b>Slay:</b> Give another one of your creatures +6H.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
safeguard;Safeguard;Alloyin;XCXX;Creature;Robot;TRUE;;4;4;<b>Deploy:</b> If this is lower level than your Forgeborn, give your creatures 2D this turn.;6;6;<b>Deploy:</b> If this is lower level than your Forgeborn, give your creatures 4D this turn.;9;10;<b>Deploy:</b> If this is lower level than your Forgeborn, give your creatures 8D this turn.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
patriarch;Patriarch;Uterra;XCXX;Creature;Dinosaur;TRUE;;5;5;When another one of your Dinosaurs comes into play, give it +2A,+2H.;7;7;When another one of your Dinosaurs comes into play, give it +4A,+4H.;10;11;When another one of your Dinosaurs comes into play, give it +6A,+6H.;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ragescale-dragon;Ragescale Dragon;Alloyin;XLXX;Creature;Robot Dragon;FALSE;;6;4;"<b>Activate:</b> For each of the following creature types adjacent to this:
•  Beast: Give this <b>Breakthrough</b> this turn.
•  Warrior: Give this +2A.
•  Dragon: Deal 2 damage to a creature or player.";10;6;"<b>Activate:</b> For each of the following creature types adjacent to this:
•  Beast: Give this <b>Breakthrough</b> this turn.
•  Warrior: Give this +3A.
•  Dragon: Deal 3 damage to a creature or player.";15;11;"<b>Activate:</b> For each of the following creature types adjacent to this:
•  Beast: Give this <b>Breakthrough</b> this turn.
•  Warrior: Give this +4A.
•  Dragon: Deal 5 damage to a creature or player.";0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0
aetherscale-dragon;Aetherscale Dragon;Alloyin;XLXX;Creature;Robot Dragon;FALSE;;5;5;"<b>Activate:</b> For each of the following creature types adjacent to this:
* Spirit: Give this <b>Stealth</b> this turn.
* Mage: Give this +2A.
* Dragon: Deal 2 damage to a creature or player.";8;8;"<b>Activate:</b> For each of the following creature types adjacent to this:
* Spirit: Give this <b>Stealth</b> this turn.
* Mage: Give this +3A.
* Dragon: Deal 3 damage to a creature or player.";13;13;"<b>Activate:</b> For each of the following creature types adjacent to this:
* Spirit: Give this <b>Stealth</b> this turn.
* Mage: Give this +4A.
* Dragon: Deal 5 damage to a creature or player.";0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0
steelscale-dragon;Steelscale Dragon;Alloyin;XLXX;Creature;Robot Dragon;FALSE;;4;6;"<b>Activate:</b> For each of the following creature types adjacent to this:
* Scientist: Give this 1D this turn.
* Dinosaur: Give this +2A.
* Dragon: Deal 2 damage to a creature or player.";6;10;"<b>Activate:</b> For each of the following creature types adjacent to this:
* Scientist: Give this 2D this turn.
* Dinosaur: Give this +3A.
* Dragon: Deal 3 damage to a creature or player.";11;15;"<b>Activate:</b> For each of the following creature types adjacent to this:
* Scientist: Give this 3D this turn.
* Dinosaur: Give this +4A.
* Dragon: Deal 5 damage to a creature or player.";0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0
shardbound-vexxer;Shardbound Vexxer;Alloyin;XRRX;Creature;Metamind Mage;FALSE;;2;8;"<b>Mobility</b> 1

When this deals damage to a creature, it loses A instead of H. Then, if it has 0A, destroy it.";3;12;"<b>Mobility</b> 1

When this deals damage to a creature, it loses A instead of H. Then, if it has 0A, destroy it.";8;15;"<b>Mobility</b> 1

When this deals damage to a creature, it loses A instead of H. Then, if it has 0A, destroy it.";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
blightskull-bomb;Blightskull Bomb;Nekrium;XRRX;Spell;;FALSE;;;;"Each enemy player destroys one of their creatures.

You may give a Spirit +1A,+1H for each enemy creature in play.";;;"Choose two enemy creatures. The enemy player must destroy one.

You may give a Spirit +2A,+2H for each enemy creature in play.";;;"Destroy an enemy creature.

You may give a Spirit +3A,+3H for each enemy creature in play.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cacklebones;Cacklebones;Nekrium;XRRX;Creature;Zombie Dragon;FALSE;;1;9;"<b>Mobility</b> 1

<b>Slay:</b> You may destroy a [l1] creature. This ability can only trigger once per turn.";3;12;"<b>Mobility</b> 1

<b>Slay:</b> You may destroy a [l1] or [l2] creature. This ability can only trigger once per turn.";5;17;"<b>Mobility</b> 1

<b>Slay:</b> You may destroy a creature. This ability can only trigger once per turn.";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
unstable-vortex;Unstable Vortex;Tempys;XRRX;Creature;Elemental;FALSE;;1;8;"When you play a spell, give this +2A.

<b>Activate:</b> Deal damage equal to this creature's A to another creature. Then, destroy this.";2;11;"When you play a spell, give this +3A.

<b>Activate:</b> Deal damage equal to this creature's A to another creature. Then, destroy this.";3;16;"When you play a spell, give this +4A.

<b>Activate:</b> Deal damage equal to this creature's A to another creature. Then, destroy this.";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
arboris;Arboris;Uterra;XRRX;Creature;Dragon;FALSE;;4;4;"<b>Breakthrough</b>

<b>Deploy:</b> If you have more than 50H, give this +3A,+3H.";7;7;"<b>Breakthrough</b>

<b>Deploy:</b> If you have more than 50H, give this +5A,+5H.";15;15;"<b>Breakthrough</b>

<b>Deploy:</b> If you have more than 50H, give this +85A,+85H.";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
carnivorous-taro;Carnivorous Taro;Uterra;XRRX;Creature;Plant;FALSE;;2;3;"<b>Deploy:</b> You gain 2H.

When you gain H, give this +2A,+2H.";4;5;"<b>Deploy:</b> You gain 3H.

When you gain H, give this +3A,+3H.";6;7;"<b>Deploy:</b> You gain 5H.

When you gain H, give this +5A,+5H.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
spirit-charm;Spirit Charm;Uterra;XRRX;Spell;;FALSE;;;;"Choose one. If you have a Spirit in play, choose two instead:
•  Give a creature +4H.
•  <b>Exhaust</b> a creature and it gets <b>Defender</b> this turn.
•  Deal 5 damage to an <b>Exhausted</b> creature.";;;"Choose one. If you have a Spirit in play, choose two instead:
•  Give a creature +6H.
•  <b>Exhaust</b> a creature and it gets <b>Defender</b> this turn.
•  Deal 7 damage to an <b>Exhausted</b> creature.";;;"Choose one. If you have a Spirit in play, choose two instead:
•  Give a creature +10H.
•  <b>Exhaust</b> a creature and it gets <b>Defender</b> this turn.
•  Deal 12 damage to an <b>Exhausted</b> creature.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wolfstar-djinn;Wolfstar Djinn;Uterra;XRRX;Creature;Spirit;FALSE;;4;4;When you use your Forgeborn's ability, give this +4A,+4H.;5;5;When you use your Forgeborn's ability, give this +5A,+5H.;6;6;When you use your Forgeborn's ability, double this creature's A and H.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
noxious;Noxious;Uterra;XRRX;Modifier;;TRUE;;;;<b>Deploy:</b> Deal 4 damage to all <b>Exhausted</b> enemy creatures.;;;<b>Deploy:</b> Deal 8 damage to all <b>Exhausted</b> enemy creatures.;;;<b>Deploy:</b> Destroy all <b>Exhausted</b> enemy creatures.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
prepared;Prepared;Alloyin;XRRX;Modifier;;TRUE;;;;<b>Deploy:</b> <b>Ready</b> one of your creatures.;;;<b>Deploy:</b> <b>Ready</b> one of your creatures.;;;<b>Deploy:</b> <b>Ready</b> one of your creatures.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
progressive;Progressive;Alloyin;XRRX;Modifier;;TRUE;;;;When another one of your creatures replaces a creature, give it +2A,+2H.;;;When another one of your creatures replaces a creature, give it +3A,+3H.;;;When another one of your creatures replaces a creature, give it +5A,+5H.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
researching;Researching;Alloyin;XRRX;Modifier;;TRUE;;;;When you <b>Upgrade</b> a card, give this +2A,+2H.;;;When you <b>Upgrade</b> a card, give this +3A,+3H.;;;When you <b>Upgrade</b> a card, give this +5A,+5H.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rolling;Rolling;Tempys;XRRX;Modifier;;TRUE;;;;"<b>Mobility</b> 1

When this moves into a lane with an opposing creature, deal 2 damage to that creature.";;;"<b>Mobility</b> 1

When this moves into a lane with an opposing creature, deal 3 damage to that creature.";;;"<b>Mobility</b> 1

When this moves into a lane with an opposing creature, deal 5 damage to that creature.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
spiky;Spiky;Uterra;XRRX;Modifier;;TRUE;;;;At the start of combat, this deals 2 damage to the opposing creature.;;;At the start of combat, this deals 3 damage to the opposing creature.;;;At the start of combat, this deals 5 damage to the opposing creature.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
vile;Vile;Nekrium;XRRX;Modifier;;TRUE;;;;<b>Deploy:</b> Destroy one of your creatures.;;;<b>Deploy:</b> Destroy one of your creatures.;;;<b>Deploy:</b> Destroy one of your creatures.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
windy;Windy;Tempys;XRRX;Modifier;;TRUE;;;;<b>Deploy:</b> Deal 1 damage to a creature for each spell in your banish pile.;;;<b>Deploy:</b> Deal 1 damage to a creature for each spell in your banish pile.;;;<b>Deploy:</b> Deal 2 damage to a creature for each spell in your banish pile.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
engineer;Engineer;Alloyin;XRRX;Creature;Warrior Scientist;TRUE;;3;6;<b>Deploy:</b> If you have a creature with D in play, give this +3A.;6;10;<b>Deploy:</b> If you have a creature with D in play, give this +5A.;10;15;<b>Deploy:</b> Give this +5A for each creature with D you have in play.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
devourer;Devourer;Nekrium;XRRX;Creature;Ooze Beast;TRUE;;6;4;<b>Deploy:</b> You may destroy one of your <b>Exalts</b> to destroy a creature of the same level.;9;7;<b>Deploy:</b> You may destroy one of your <b>Exalts</b> to destroy a creature of the same level.;13;12;<b>Deploy:</b> You may destroy one of your <b>Exalts</b> to destroy a creature of the same level.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
evoker;Evoker;Tempys;XRRX;Creature;Mage;TRUE;;6;4;When you play a spell, give this +1A,+1H.;8;6;When you play a spell, give this +2A,+2H.;11;10;When you play a spell, give this +3A,+3H.;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sower;Sower;Uterra;XRRX;Creature;Mage;TRUE;;3;6;<b>Deploy:</b> You gain 3H. Give your Plants +3H.;5;9;<b>Deploy:</b> You gain 4H. Give your Plants +4H.;8;14;<b>Deploy:</b> You gain 5H. Give your Plants +5H.;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bulwark-bash;Bulwark Bash;Alloyin;XRXX;Spell;;FALSE;;;;"Give a creature 2D this turn.

You may deal damage equal to its D to an enemy creature.";;;"Give a creature 5D this turn.

You may deal damage equal to its D to an enemy creature.";;;"Give a creature 10D this turn.

You may deal damage equal to its D to an enemy creature.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
duplication-dome;Duplication Dome;Alloyin;XRXX;Spell;Exalt;FALSE;;;;When you play a creature with <b>Deploy</b> in this lane, give it +2A,+2H.;;;"<b>Deploy:</b> Destroy your [l1] Duplication Dome. You may play a creature with <b>Deploy</b> for <b>Free</b>.

When you play a creature with <b>Deploy</b> in this lane, give it +3A,+3H.";;;"<b>Deploy:</b> Destroy your [l1] and [l2] Duplication Dome. You may play a creature with <b>Deploy</b> for <b>Free</b>.

When you play a creature with <b>Deploy</b> in this lane, give it +4A,+4H. Then, you may repeat one of its <b>Deploy</b> abilities.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
steelgraft;Steelgraft;Alloyin;XRXX;Spell;;FALSE;;;;Give up to two creatures +3A. This turn, they get 3D.;;;Give up to two creatures +5A. This turn, they get 5D.;;;Give up to two creatures +7A. This turn, they get 7D.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
