deckname;value;avglbl;BEAST;DINOSAUR;MAGE;ROBOT;SCIENTIST;SPIRIT;WARRIOR;ZOMBIE;MINION;DRAGON;ELEMENTAL;PLANT;SPELL;HEALING;MOVEMENT;ARMOR;ACTIVATION;FREE;FREE HEALING;FREE DESTROY;FREE UPGRADE;FREE SELFDMG;FREE SPELL;FREE REPLACE;FREE MAGE;UPGRADE;REPLACE;DAMAGE;SELFDAMAGE;DESTROY SYN;DESTROY MIN;REDEPLOY;REACTIVATE;STEALTH;AGGRO;DESTROY OPP;FACEBURN;LIFE GAIN;DISRUPTION;SILENCE
The Fire Breathers of the Heartseeker|The Omnivore Brutish Herders;0.0000;8.0000;0;0;3.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Simple Lords;0.0000;7.0000;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0
The Fire Breathers of the Heartseeker|Army of Alpha and Curing;0.0000;10.0000;3.0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;6.0;0;0;0;0;0;0;1.0;0;0;0;0;2.0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Mothers of the Plutonium Echo;0.0000;8.0000;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Hurting Demons Larvae;0.0000;14.0000;0;0;6.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;12.0;0;0;0;0;0;0.5;2.0;0;0;0;0;0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Aunts of Bleeding Brightsteel;0.0000;18.0000;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;1.0;1.0;0;0;0;0;12.0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Liches of Rebirth and Duskmaw;0.0000;11.0000;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;3.0;1.0;0;0;0;0;0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Opening Sisters Liches;0.0000;16.0000;0;0;3.0;0;0;0;0;2.0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;2.0;2.0;0;0;0;0;0;0;0;0;0;0
The Fire Breathers of the Heartseeker|Brigade of Druid and Weird;0.0000;3.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0
The Fire Breathers of the Heartseeker|Sparky's Attentive Combatants;0.0000;9.0000;0;0;9.0;0;0;0;2.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Raiders of Hound and Mask;0.0000;12.0000;0;0;3.0;0;0;0;0;5.0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;1.0;2.0;0;0;0;0;0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Serious Silver Soldiers;0.0000;5.0000;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Farmers of the Spiky Tunnels;0.0000;9.0000;3.0;0;9.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Sixth Barb Band;0.0000;18.0000;1.0;0;3.0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;8.0;0;0;0;0;0;4.0;3.0;0;0;0;0;0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Quantums of Metal and Faith;0.0000;20.0000;0;0;6.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;1.0;0;0;0;0;0;12.0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Phalanx of Everflow Treefolk;0.0000;6.0000;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Champions of the Whisker;0.0000;5.0000;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Overseers of Sparky;0.0000;16.0000;0;0;6.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;1.0;1.0;0;0;0;0;8.0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Savants of the Ending Predator;0.0000;14.0000;0;0;6.0;0;0;0;0;2.0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;2.0;0;0;1.0;0.5;0;0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Hermit Spiders;0.0000;8.0000;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;4.0;0;0;0;0;0;0;1.0;0;0;0;0;3.0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The King Varna Generals;0.0000;13.0000;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;3.0;3.0;0;0;0;0;0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Pondering Iron Advisers;0.0000;14.0000;0;0;3.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;1.0;0;0;0;0;0;8.0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Company of Botany;0.0000;5.0000;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Raiders of Leading Capitals;0.0000;15.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;12.0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Mice of the Fierce Fur;0.0005;8.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;1.0;1.0;0.5;0;0;0;0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Protectors of the Saving Herbs;0.0000;7.0000;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Crossing Soul Hags;0.0000;13.0000;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;6.0;0;0;0;0;0;3.5;1.0;0;0;0;0;0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Professing Watchdogs;0.0000;6.0000;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Group of Brass Conspiracies;0.0000;12.0000;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;3.0;4.0;0;0;0;0;0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Fleeing Feasting Brother Flock;0.0000;8.0000;0;0;3.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Fire Breathers of the Heartseeker|The Imps of Descending Chiron;0.0000;12.0000;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;4.0;2.0;0;0;0;0;0;0;0;0;0;0
The Fire Breathers of the Heartseeker|Outfit of Camping and Waving;0.0000;9.0000;0;0;3.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;8.0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0
Army of Alpha and Curing|The People of Bearing;0.0000;13.0000;0;0;0;0;0;0;0;0;3.0;0;0;0;2.0;0;0;0;1.0;0;0;0;0;0;0;4.0;0;0;2.0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
Army of Alpha and Curing|The Creeping Hell Protectors;0.0000;9.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;2.0;0;4.0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;0;0;0;2.0;0;0;0;0;0
Army of Alpha and Curing|The Mixing Figment Collectors;0.0000;12.0000;0;1.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;2.0;0;0;0;0;0
Army of Alpha and Curing|The Tentacles of the Diseased Bone;0.0000;19.0000;3.0;0;0;0;0;0;0;0;3.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;4.0;3.0;0.5;0;1.0;0;0;0;0;0
Army of Alpha and Curing|The Sentrys of Failure Faith;0.0000;7.0000;0;0;0;0;0;0;4.0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
Army of Alpha and Curing|The Former Hoping Valkyrie Trustees;0.0000;11.0000;3.0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
Army of Alpha and Curing|The Fire Breathers of the Heartseeker;0.0000;10.0000;3.0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;6.0;0;0;0;0;0;0;1.0;0;0;0;0;2.0;0;0;0;0;0
Army of Alpha and Curing|The Mothers of the Plutonium Echo;0.0000;8.0000;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
Army of Alpha and Curing|The Hurting Demons Larvae;0.0000;17.0000;6.0;0;0;0;0;2.0;0;0;0;0;0;0;2.0;2.0;0;0;1.0;0;2.0;0;0;0;4.0;0;0;0;0;0;0;0;2.5;0;0;0;0;0;0;0;0;0
Army of Alpha and Curing|The Aunts of Bleeding Brightsteel;0.0000;7.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0
Army of Alpha and Curing|The Liches of Rebirth and Duskmaw;0.0000;11.0000;6.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;2.0;0;4.0;0;0;0;0;0;0;0;0;0;0;2.0;1.0;0;0;0;0;0;0;0;0;0
Army of Alpha and Curing|The Fortelling Aggravating Ticklers;0.0000;9.0000;0;1.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;2.0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;1.0;0;0;0;0;0
Army of Alpha and Curing|The Opening Sisters Liches;0.0000;17.0000;0;0;0;0;0;2.0;0;0;0;0;0;0;5.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;3.5;0;0;0;0;0;0;0;0;0
Army of Alpha and Curing|Vindicators of Sobbing and Baking;0.0000;6.0000;0;2.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0
Army of Alpha and Curing|Sparky's Attentive Combatants;0.0000;4.0000;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
Army of Alpha and Curing|The Raiders of Hound and Mask;0.0000;14.0000;0;0;0;0;0;2.0;0;0;0;0;0;0;2.0;1.0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;3.5;0;0;0;3.0;0;0;0;0;0
Army of Alpha and Curing|The Serious Silver Soldiers;0.0000;3.0000;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0
Army of Alpha and Curing|The Sorcerers of the Oratek Eruptor;0.0000;15.0000;0;0;2.0;0;0;0;2.0;0;0;0;0;0;3.0;0;0;0;2.0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0.5;0;0;0;2.0;0;0;0;0;0
Army of Alpha and Curing|The Sixth Barb Band;0.0000;10.0000;7.0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;2.0;0;0;0;3.0;0;0;0;0;0
Army of Alpha and Curing|The Masters of Swearing;0.0000;13.0000;3.0;1.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;2.0;0;0;0;0;0
Army of Alpha and Curing|The Quantums of Metal and Faith;0.0000;12.0000;0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;2.0;0;0;0;0;0;0;4.0;0;0;1.0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
Army of Alpha and Curing|The Overseers of Sparky;0.0000;7.0000;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0
Army of Alpha and Curing|Doctors of Tatoo and Comparing;0.0000;17.0000;0;0;8.0;0;0;0;0;0;0;0;0;0;9.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;1.0;0;0;0;0;0
Army of Alpha and Curing|The Savants of the Ending Predator;0.0000;15.0000;3.0;0;0;0;0;0;0;0;0;0;0;0;3.0;1.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;1.0;3.0;0.5;0;2.0;0;0;0;0;0
Army of Alpha and Curing|The Host of the Confident Miracles;0.0000;5.0000;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
Army of Alpha and Curing|The King Varna Generals;0.0000;17.0000;6.0;0;0;0;0;2.0;0;0;0;0;0;0;0;1.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;3.5;0;0;0;1.0;0;0;0;0;0
Army of Alpha and Curing|The Pondering Iron Advisers;0.0000;9.0000;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;2.0;0;0;0;1.0;0;0;0;0;0
Army of Alpha and Curing|The Raiders of Leading Capitals;0.0000;4.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0
Army of Alpha and Curing|The Monks of the Great Quitting Fire;0.0000;9.0000;3.0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0
Army of Alpha and Curing|The Senseis who became Champs;0.0000;14.0000;3.0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;2.0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0.5;0;0;0;2.0;0;0;0;0;0
Army of Alpha and Curing|The Protectors of the Saving Herbs;0.0000;5.0000;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;1.0;0;0;0;0;0
Army of Alpha and Curing|The Crossing Soul Hags;0.0000;9.0000;3.0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;1.0;0;0;0;1.0;0;0;0;0;0
Army of Alpha and Curing|The Professing Watchdogs;0.0000;1.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
Army of Alpha and Curing|The Group of Brass Conspiracies;0.0000;17.0000;9.0;0;0;0;0;2.0;0;0;0;0;0;0;0;1.0;0;0;2.0;0;2.0;0;0;0;0;0;0;0;0;0;0;2.0;2.5;0;0;0;5.0;0;0;0;0;0
Army of Alpha and Curing|The Squadron of the Fire;0.0000;9.0000;3.0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;2.0;0;0;0;0;0
Army of Alpha and Curing|The Imps of Descending Chiron;0.0000;16.0000;6.0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;2.0;0;0;0;2.0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Creeping Hell Protectors;0.0000;8.0000;0;0;0;3.0;0;0;3.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0.5;0;0;0;2.0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Mixing Figment Collectors;0.0000;6.0000;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0
The Mothers of the Plutonium Echo|Venom's Fifth Swarm;0.0000;7.0000;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Tentacles of the Diseased Bone;0.0000;9.0000;0;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0.5;4.0;0;0;1.0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Omnivore Brutish Herders;0.0000;10.0000;0;0;0;3.0;0;0;7.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Former Hoping Valkyrie Trustees;0.0000;9.0000;0;0;0;0;0;0;6.0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Simple Lords;0.0000;4.0000;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Fire Breathers of the Heartseeker;0.0000;8.0000;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0
The Mothers of the Plutonium Echo|Army of Alpha and Curing;0.0000;8.0000;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Hurting Demons Larvae;0.0000;7.0000;0;0;0;0;0;0;2.0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Liches of Rebirth and Duskmaw;0.0000;8.0000;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;1.0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Fortelling Aggravating Ticklers;0.0000;4.0000;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Opening Sisters Liches;0.0000;14.0000;0;0;0;3.0;2.0;0;0;2.0;0;0;0;0;4.0;0;0;1.5;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
The Mothers of the Plutonium Echo|Vindicators of Sobbing and Baking;0.0000;2.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0
The Mothers of the Plutonium Echo|Brigade of Druid and Weird;0.0000;6.0000;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Raiders of Hound and Mask;0.0000;9.0000;0;0;0;0;0;0;0;5.0;0;0;0;0;2.0;0;0;1.5;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;5.0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Sorcerers of the Oratek Eruptor;0.0000;9.0000;0;0;0;0;0;0;4.0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Farmers of the Spiky Tunnels;0.0000;7.0000;0;0;0;3.0;0;0;3.0;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Sixth Barb Band;0.0000;6.0000;0;0;0;0;0;0;3.0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Masters of Swearing;0.0000;6.0000;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Phalanx of Everflow Treefolk;0.0000;11.0000;0;0;0;3.0;0;0;11.0;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Champions of the Whisker;0.0000;3.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Mothers of the Plutonium Echo|Doctors of Tatoo and Comparing;0.0000;10.0000;0;0;0;0;0;0;3.0;0;0;0;0;0;6.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Savants of the Ending Predator;0.0000;12.0000;0;0;0;3.0;1.0;0;6.0;2.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;0.5;0;2.0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Hermit Spiders;0.0000;7.0000;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Host of the Confident Miracles;0.0000;5.0000;0;0;0;0;0;0;7.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Mothers of the Plutonium Echo|The King Varna Generals;0.0000;7.0000;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;0;0;0;1.0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Company of Botany;0.0000;4.0000;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Monks of the Great Quitting Fire;0.0000;6.0000;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Mice of the Fierce Fur;0.0000;6.0000;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Senseis who became Champs;0.0000;6.0000;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Crossing Soul Hags;0.0000;8.0000;0;0;0;3.0;0;0;3.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Group of Brass Conspiracies;0.0000;7.0000;0;0;0;0;0;0;3.0;3.0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Fleeing Feasting Brother Flock;0.0000;8.0000;0;0;0;0;0;0;7.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Squadron of the Fire;0.0000;6.0000;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0
The Mothers of the Plutonium Echo|The Imps of Descending Chiron;0.0000;6.0000;0;0;0;3.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;2.0;0;0;0;0;0
The Mothers of the Plutonium Echo|Outfit of Camping and Waving;0.0000;7.0000;0;0;0;3.0;0;0;4.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Hurting Demons Larvae|The People of Bearing;0.0000;17.0000;0;0;0;0;0;0;0;0;1.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;6.0;2.0;0;0;0;0;0;0;4.5;0;0;0;0;0;0;0;0;0
The Hurting Demons Larvae|The Mixing Figment Collectors;0.0000;16.0000;0;0;0;0;0;0;0;0;0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;1.0;0;1.0;0;0;0;0;0;0;0;0;0
